campaign_id,customer_id,send_id,delivered_flag,delivered_ts,bounce_flag,control_flag
C001,1608,C001_S0000417,1,2025-01-09 10:27:00,0,0
C001,1610,C001_S0000418,1,2025-01-09 10:25:00,0,0
C001,1622,C001_S0000419,1,2025-01-09 09:29:00,0,0
C001,1624,C001_S0000420,1,2025-01-09 10:49:00,0,0
C001,1628,C001_S0000421,1,2025-01-09 09:35:00,0,0
C001,1630,C001_S0000422,1,2025-01-09 10:24:00,0,0
C001,1638,C001_S0000423,1,2025-01-09 09:15:00,0,0
C001,1642,C001_S0000424,1,2025-01-09 09:44:00,0,0
C001,1648,C001_S0000425,1,2025-01-09 10:25:00,0,0
C001,1649,C001_S0000426,0,,1,0
C001,1650,C001_S0000427,1,2025-01-09 10:32:00,0,0
C001,1652,C001_S0000428,1,2025-01-09 09:01:00,0,0
C001,1653,C001_S0000429,0,,0,1
C001,1657,C001_S0000430,1,2025-01-09 10:16:00,0,0
C001,1658,C001_S0000431,1,2025-01-09 10:01:00,0,0
C001,1659,C001_S0000432,1,2025-01-09 10:31:00,0,0
C001,1661,C001_S0000433,1,2025-01-09 10:31:00,0,0
C001,1662,C001_S0000434,1,2025-01-09 10:54:00,0,0
C001,1667,C001_S0000435,1,2025-01-09 09:02:00,0,0
C001,1669,C001_S0000436,1,2025-01-09 10:05:00,0,0
C001,1670,C001_S0000437,1,2025-01-09 09:57:00,0,0
C001,1671,C001_S0000438,1,2025-01-09 10:21:00,0,0
C001,1673,C001_S0000439,1,2025-01-09 10:18:00,0,0
C001,1676,C001_S0000440,1,2025-01-09 10:32:00,0,0
C001,1678,C001_S0000441,1,2025-01-09 10:13:00,0,0
C001,1680,C001_S0000442,1,2025-01-09 10:31:00,0,0
C001,1683,C001_S0000443,0,,1,0
C001,1685,C001_S0000444,0,,0,1
C001,1688,C001_S0000445,1,2025-01-09 10:59:00,0,0
C001,1690,C001_S0000446,0,,0,1
C001,1691,C001_S0000447,0,,1,0
C001,1703,C001_S0000448,1,2025-01-09 10:26:00,0,0
C001,1706,C001_S0000449,0,,0,1
C001,1711,C001_S0000450,1,2025-01-09 10:39:00,0,0
C001,1716,C001_S0000451,1,2025-01-09 09:14:00,0,0
C001,1724,C001_S0000452,1,2025-01-09 09:44:00,0,0
C001,1726,C001_S0000453,1,2025-01-09 09:14:00,0,0
