campaign_id,customer_id,exposed_flag,holdout_flag,converted_flag,revenue_in_window,segment_name,lifecycle,loyalty_tier,region,baseline_buy_prob_daily
C001,163,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0162597571780269
C001,164,1,0,0,0.0,Active | Silver,Active,Silver,East,0.0135382320983678
C001,169,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0100938222278847
C001,170,0,1,0,0.0,New | Gold,New,Gold,East,0.0167057832051454
C001,178,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0139793429156718
C001,180,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0185791304320677
C001,187,1,0,1,42.71,Warm | Silver,Warm,Silver,South,0.0141828031438116
C001,193,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0188030418780712
C001,199,1,0,0,0.0,Warm | Silver,Warm,Silver,East,0.015744503413312
C001,203,1,0,1,26.3,Warm | Silver,Warm,Silver,South,0.0147265714826673
C001,213,1,0,1,10.07,Lapsed | Silver,Lapsed,Silver,North,0.0176648499011243
C001,216,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0102330644834524
C001,219,1,0,0,0.0,Active | Bronze,Active,Bronze,East,0.010852076168676
C001,220,1,0,1,49.7,Warm | Bronze,Warm,Bronze,West,0.0108253932307136
C001,222,1,0,1,20.89,Lapsed | Bronze,Lapsed,Bronze,West,0.0118557339607466
C001,224,1,0,0,0.0,Warm | Platinum,Warm,Platinum,South,0.0167121537902758
C001,226,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0109265791438384
C001,247,1,0,0,0.0,Warm | Gold,Warm,Gold,West,0.0191026579970526
C001,250,1,0,0,0.0,New | Bronze,New,Bronze,West,0.0117363295651036
C001,271,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0134361575840225
C001,272,0,1,0,0.0,New | Bronze,New,Bronze,South,0.0102067848444647
C001,278,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.012253910998487
C001,279,1,0,0,0.0,New | Silver,New,Silver,West,0.0128529551334639
C001,281,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0110670849892363
C001,284,1,0,1,21.92,Lapsed | Silver,Lapsed,Silver,North,0.0122487552944752
C001,290,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0143205132124829
C001,303,1,0,1,31.57,New | Bronze,New,Bronze,East,0.0087911877015867
C001,312,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0134246096861252
C001,313,1,0,1,48.42,Lapsed | Bronze,Lapsed,Bronze,East,0.0073660374786358
C001,324,1,0,1,65.91,Warm | Silver,Warm,Silver,West,0.0197114200815902
C001,326,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,East,0.0170659452470791
C001,330,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0117015147418734
C001,333,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0072949162752585
C001,337,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0214529607988204
C001,340,1,0,0,0.0,Lapsed | Platinum,Lapsed,Platinum,North,0.0263597223095609
C001,342,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.011126026684564
C001,345,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0112059348968681
C001,349,1,0,1,9.6,Lapsed | Bronze,Lapsed,Bronze,West,0.0085247251942977
C001,352,0,1,0,0.0,New | Platinum,New,Platinum,East,0.0141650665085072
C001,354,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0100622255209819
C001,355,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0187402750622287
C001,357,1,0,1,21.01,Warm | Bronze,Warm,Bronze,West,0.0063198703894332
C001,360,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0204145603659525
C001,366,1,0,0,0.0,Warm | Gold,Warm,Gold,South,0.0172750257113034
C001,370,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0133977646543336
C001,374,1,0,1,68.69,Lapsed | Silver,Lapsed,Silver,South,0.0133840041590808
C001,381,1,0,0,0.0,New | Bronze,New,Bronze,South,0.0048276711504365
C001,383,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0069150400775663
C001,385,1,0,1,20.17,New | Gold,New,Gold,East,0.0123598070306867
C001,387,1,0,0,0.0,New | Bronze,New,Bronze,South,0.0074545013942458
C001,388,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0094773587529491
C001,390,1,0,1,12.1,Lapsed | Bronze,Lapsed,Bronze,East,0.0101995792427349
C001,392,1,0,1,13.56,Warm | Gold,Warm,Gold,South,0.0129857792127856
C001,393,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0112720809023226
C001,397,1,0,1,38.25,New | Bronze,New,Bronze,West,0.0111813007365095
C001,410,1,0,1,35.43,New | Bronze,New,Bronze,North,0.0086759257975139
C001,414,0,1,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0156445126596882
C001,415,1,0,1,18.3,New | Bronze,New,Bronze,South,0.0074394570364723
C001,417,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0131751413970928
C001,422,0,1,1,23.19,Lapsed | Gold,Lapsed,Gold,East,0.019718101191562
C001,429,1,0,0,0.0,New | Bronze,New,Bronze,North,0.006574696789234
C001,430,1,0,1,62.04,Warm | Silver,Warm,Silver,West,0.0155861351007134
C001,434,1,0,1,10.27,Lapsed | Silver,Lapsed,Silver,North,0.0118218496755067
C001,436,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0069924699260269
C001,440,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0117798839991536
C001,444,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0204940669214166
C001,447,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0098325990416836
C001,464,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0167800679809677
C001,465,0,1,1,58.56,New | Silver,New,Silver,East,0.0098223341426455
C001,469,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0097171988877256
C001,477,1,0,0,0.0,Warm | Silver,Warm,Silver,East,0.0176434692066135
C001,482,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0158688245643389
C001,484,1,0,1,31.57,Warm | Silver,Warm,Silver,North,0.0152697190372692
C001,488,1,0,1,15.36,Lapsed | Bronze,Lapsed,Bronze,South,0.0097522137524544
C001,492,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0108985494434398
C001,496,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0170454019172747
C001,497,1,0,0,0.0,Warm | Gold,Warm,Gold,North,0.0178533483477961
C001,504,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.015306329959435
C001,510,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0083202539832947
C001,511,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0076173100861181
C001,512,0,1,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0198374142381692
C001,517,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0118008842413527
C001,521,1,0,1,85.6,Lapsed | Gold,Lapsed,Gold,North,0.0205679037175477
C001,525,1,0,1,18.78,Warm | Bronze,Warm,Bronze,East,0.0075899382640486
C001,526,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0137038872669851
C001,532,1,0,1,7.95,Lapsed | Bronze,Lapsed,Bronze,West,0.004770504949943
C001,539,1,0,1,8.39,Lapsed | Bronze,Lapsed,Bronze,North,0.0139799524248163
C001,540,1,0,0,0.0,New | Platinum,New,Platinum,West,0.0178317173307308
C001,542,1,0,0,0.0,New | Silver,New,Silver,North,0.0086430769891168
C001,546,1,0,0,0.0,New | Silver,New,Silver,East,0.0094812933158151
C001,547,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0161403145852116
C001,550,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0109847071116034
C001,556,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0104829817375713
C001,557,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0094229574662875
C001,560,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0153788604073186
C001,561,1,0,0,0.0,Warm | Bronze,Warm,Bronze,West,0.0097897741706703
C001,562,0,1,0,0.0,New | Gold,New,Gold,East,0.0165585263004349
C001,565,1,0,1,24.4,Warm | Bronze,Warm,Bronze,East,0.0115401584616445
C001,566,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0123547372438003
C001,573,1,0,1,33.1,Lapsed | Silver,Lapsed,Silver,South,0.0123301062105868
C001,574,1,0,0,0.0,New | Bronze,New,Bronze,West,0.0071588133017121
C001,575,1,0,0,0.0,New | Bronze,New,Bronze,East,0.0061133180094532
C001,576,1,0,1,24.51,Lapsed | Gold,Lapsed,Gold,North,0.0192887159352766
C001,577,0,1,0,0.0,Warm | Silver,Warm,Silver,East,0.0139496341446373
C001,579,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0184199258021587
C001,580,0,1,0,0.0,Lapsed | Platinum,Lapsed,Platinum,West,0.0184438571201013
C001,584,1,0,0,0.0,New | Silver,New,Silver,West,0.0093558358871579
C001,587,1,0,1,43.06,Lapsed | Bronze,Lapsed,Bronze,South,0.0114878918180034
C001,589,1,0,1,37.43,Warm | Gold,Warm,Gold,West,0.0197737869504304
C001,590,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,East,0.0186722366760471
C001,593,1,0,0,0.0,Active | Silver,Active,Silver,South,0.0149746802805372
C001,596,1,0,1,16.85,Lapsed | Silver,Lapsed,Silver,North,0.0178796544233728
C001,598,1,0,0,0.0,Warm | Bronze,Warm,Bronze,West,0.0122608664039578
C001,609,1,0,0,0.0,Warm | Gold,Warm,Gold,East,0.0190639555909729
C001,610,1,0,1,76.84,Lapsed | Bronze,Lapsed,Bronze,South,0.0109462417495944
C001,619,1,0,0,0.0,New | Silver,New,Silver,South,0.0085194454244034
C001,622,0,1,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0131562258277669
C001,626,1,0,1,53.290000000000006,Warm | Bronze,Warm,Bronze,West,0.0105922430096849
C001,630,1,0,1,6.36,Lapsed | Bronze,Lapsed,Bronze,West,0.0108131161129359
C001,635,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0088572142791793
C001,636,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0194349869796364
C001,642,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0124590524878036
C001,644,0,1,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0159174202854735
C001,652,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0148161593289561
C001,656,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0214426408687192
C001,662,1,0,1,33.05,Warm | Bronze,Warm,Bronze,West,0.0094231785006076
C001,663,1,0,0,0.0,New | Gold,New,Gold,South,0.0119843851705763
C001,665,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0101784706729598
C001,669,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0203831931913785
C001,681,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0157924402738044
C001,688,1,0,1,13.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0128293768196376
C001,692,1,0,1,152.11,Warm | Platinum,Warm,Platinum,North,0.0242975805435755
C001,693,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0142381933642841
C001,694,1,0,1,27.37,Warm | Bronze,Warm,Bronze,West,0.0114502876053499
C001,696,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0098547401828147
C001,697,0,1,0,0.0,Warm | Gold,Warm,Gold,East,0.022912933669344
C001,699,1,0,0,0.0,New | Bronze,New,Bronze,West,0.0054548629369445
C001,702,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.014910738918097
C001,704,0,1,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0082576772920141
C001,710,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0204995879466832
C001,717,0,1,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0198601743782367
C001,720,1,0,0,0.0,Active | Silver,Active,Silver,East,0.0131770449092767
C001,727,0,1,1,68.1,Warm | Silver,Warm,Silver,East,0.0158563305567464
C001,728,1,0,0,0.0,Warm | Silver,Warm,Silver,South,0.0122981169778641
C001,732,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.013311325620277
C001,736,0,1,1,18.98,Lapsed | Bronze,Lapsed,Bronze,East,0.0138158468275488
C001,738,0,1,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0162984442186244
C001,740,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.013067280383947
C001,743,1,0,1,115.46,Lapsed | Platinum,Lapsed,Platinum,East,0.0267623309499941
C001,750,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0066278716705137
C001,752,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0061131854419611
C001,755,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0146306621288404
C001,758,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0135325318128602
C001,760,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,South,0.0165605267835353
C001,769,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0074054263227735
C001,773,1,0,1,16.4,New | Gold,New,Gold,East,0.0132424767168884
C001,779,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0064138671856323
C001,785,0,1,0,0.0,Lapsed | Platinum,Lapsed,Platinum,West,0.0247080012266407
C001,787,0,1,0,0.0,New | Gold,New,Gold,North,0.0152933861837037
C001,788,1,0,0,0.0,Warm | Platinum,Warm,Platinum,East,0.0227923941029029
C001,795,1,0,1,16.82,Lapsed | Bronze,Lapsed,Bronze,North,0.0100000119212552
C001,796,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.008873958393356
C001,798,1,0,0,0.0,Warm | Bronze,Warm,Bronze,West,0.0136554764730831
C001,800,1,0,0,0.0,Warm | Silver,Warm,Silver,North,0.0147196627268067
C001,811,1,0,0,0.0,New | Silver,New,Silver,South,0.0113972203854101
C001,821,1,0,1,33.260000000000005,New | Bronze,New,Bronze,West,0.0098744264343261
C001,822,1,0,0,0.0,Warm | Bronze,Warm,Bronze,East,0.0114335059001849
C001,828,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.011477098343496
C001,836,1,0,0,0.0,Warm | Bronze,Warm,Bronze,East,0.0157423033297241
C001,838,1,0,1,10.82,Lapsed | Gold,Lapsed,Gold,East,0.0147829099081804
C001,839,1,0,0,0.0,New | Silver,New,Silver,West,0.0093494296814123
C001,844,1,0,0,0.0,New | Bronze,New,Bronze,South,0.0020249028476967
C001,845,1,0,0,0.0,New | Bronze,New,Bronze,West,0.0101011204946634
C001,846,1,0,1,23.34,New | Gold,New,Gold,East,0.0130667935907989
C001,847,1,0,0,0.0,Active | Gold,Active,Gold,South,0.0194550895441499
C001,857,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,North,0.0112853780176539
C001,858,1,0,0,0.0,New | Bronze,New,Bronze,West,0.0064619003681146
C001,861,1,0,0,0.0,Warm | Bronze,Warm,Bronze,East,0.0071691677992501
C001,866,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0110459904786895
C001,869,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0158271216080718
C001,874,0,1,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0125990415780301
C001,876,0,1,1,34.7,Warm | Gold,Warm,Gold,West,0.0208427845544097
C001,884,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.005348910588576
C001,886,1,0,0,0.0,Active | Bronze,Active,Bronze,North,0.0079053255136547
C001,889,1,0,0,0.0,New | Silver,New,Silver,East,0.0105286532041638
C001,893,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0183300037860696
C001,898,1,0,0,0.0,New | Bronze,New,Bronze,East,0.0101987358631417
C001,901,1,0,0,0.0,New | Bronze,New,Bronze,South,0.0077719417926158
C001,912,0,1,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0087064315709708
C001,917,0,1,1,15.37,Warm | Gold,Warm,Gold,North,0.0256748162011392
C001,919,1,0,1,50.47,Lapsed | Bronze,Lapsed,Bronze,East,0.0116435101937875
C001,921,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0100370552219279
C001,923,1,0,1,58.1,Lapsed | Platinum,Lapsed,Platinum,West,0.0197742474046702
C001,925,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0084189436976826
C001,929,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0089461938467475
C001,932,1,0,1,16.06,Lapsed | Bronze,Lapsed,Bronze,West,0.0118512367021759
C001,934,1,0,1,43.49,Lapsed | Silver,Lapsed,Silver,South,0.0161976937756909
C001,941,1,0,1,33.39,Warm | Silver,Warm,Silver,North,0.017967791883361
C001,950,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0090335585488613
C001,954,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0124822330559319
C001,955,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0165851480335106
C001,964,1,0,0,0.0,Warm | Bronze,Warm,Bronze,West,0.0089029915505883
C001,968,1,0,0,0.0,Warm | Silver,Warm,Silver,West,0.0129985697833502
C001,972,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0147643234827952
C001,978,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0164471929343272
C001,979,0,1,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0151141906980926
C001,983,1,0,0,0.0,Warm | Bronze,Warm,Bronze,North,0.0082559047904349
C001,986,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0213349891197762
C001,990,0,1,0,0.0,Lapsed | Platinum,Lapsed,Platinum,East,0.0254938722313173
C001,991,1,0,0,0.0,Active | Bronze,Active,Bronze,North,0.0059585963912493
C001,992,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,West,0.0165685247199737
C001,996,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.010818608675813
C001,998,1,0,0,0.0,Warm | Bronze,Warm,Bronze,East,0.0136301418041042
C001,999,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0102784222006984
C001,1007,1,0,0,0.0,Warm | Bronze,Warm,Bronze,West,0.0106048020506733
C001,1019,1,0,1,13.38,New | Bronze,New,Bronze,West,0.0108251627520047
C001,1022,1,0,0,0.0,Warm | Gold,Warm,Gold,West,0.013838392256285
C001,1024,0,1,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0115035126616255
C001,1026,1,0,0,0.0,New | Bronze,New,Bronze,West,0.0050126404880931
C001,1029,1,0,0,0.0,Warm | Silver,Warm,Silver,South,0.017097825706301
C001,1030,1,0,0,0.0,Warm | Silver,Warm,Silver,North,0.0144997195372369
C001,1031,1,0,1,48.06,Lapsed | Gold,Lapsed,Gold,North,0.0191343951071557
C001,1035,1,0,1,39.41,New | Silver,New,Silver,West,0.0114717064520019
C001,1037,0,1,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0164806927861303
C001,1040,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,East,0.0230329506785927
C001,1045,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0114996571744586
C001,1049,1,0,1,9.97,Active | Bronze,Active,Bronze,East,0.0099884829768693
C001,1052,0,1,0,0.0,Warm | Gold,Warm,Gold,South,0.0175623141683939
C001,1053,0,1,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0112122585465343
C001,1060,1,0,1,12.5,Warm | Silver,Warm,Silver,South,0.0120224896252653
C001,1063,1,0,1,21.42,Lapsed | Gold,Lapsed,Gold,North,0.0140027301520288
C001,1068,1,0,1,20.85,Lapsed | Bronze,Lapsed,Bronze,South,0.0080626621399424
C001,1070,0,1,0,0.0,New | Gold,New,Gold,East,0.0116106118061238
C001,1073,1,0,0,0.0,Active | Gold,Active,Gold,West,0.0230786115593452
C001,1076,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,West,0.0126095025269167
C001,1078,1,0,0,0.0,Warm | Platinum,Warm,Platinum,North,0.0159775683578831
C001,1082,0,1,1,50.1,Warm | Bronze,Warm,Bronze,North,0.0128974240105775
C001,1084,1,0,0,0.0,Warm | Silver,Warm,Silver,West,0.0179133566428343
C001,1087,1,0,0,0.0,Warm | Silver,Warm,Silver,South,0.0147154558650073
C001,1088,1,0,1,26.41,Lapsed | Gold,Lapsed,Gold,West,0.0222374543799552
C001,1093,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,South,0.0164203778622602
C001,1095,1,0,1,32.84,Lapsed | Gold,Lapsed,Gold,South,0.0107642179439462
C001,1099,1,0,0,0.0,New | Bronze,New,Bronze,North,0.0072691217261691
C001,1106,1,0,1,31.46,Warm | Silver,Warm,Silver,East,0.0101329652423526
C001,1110,1,0,0,0.0,New | Bronze,New,Bronze,South,0.0077748050918459
C001,1112,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.0102745782595755
C001,1118,1,0,1,75.30000000000001,Lapsed | Platinum,Lapsed,Platinum,North,0.0235476646509084
C001,1121,1,0,0,0.0,New | Silver,New,Silver,South,0.0110642352855329
C001,1129,1,0,0,0.0,Lapsed | Gold,Lapsed,Gold,North,0.0247192818818009
C001,1136,1,0,0,0.0,New | Bronze,New,Bronze,North,0.0113628351102833
C001,1148,1,0,1,29.52,Lapsed | Silver,Lapsed,Silver,South,0.0173394890529768
C001,1151,1,0,0,0.0,Warm | Gold,Warm,Gold,North,0.0153264290678697
C001,1156,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0111651977967628
C001,1162,0,1,0,0.0,Warm | Silver,Warm,Silver,East,0.016205314540646
C001,1165,1,0,1,28.83,Warm | Gold,Warm,Gold,East,0.0179287380619607
C001,1166,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0112736413709865
C001,1167,0,1,0,0.0,New | Silver,New,Silver,West,0.0069275678153031
C001,1170,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,East,0.015609323503964
C001,1177,1,0,1,23.55,Lapsed | Silver,Lapsed,Silver,North,0.012933900856555
C001,1178,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,East,0.0082474156907383
C001,1180,1,0,0,0.0,New | Bronze,New,Bronze,East,0.0088308631941317
C001,1184,1,0,0,0.0,Active | Silver,Active,Silver,North,0.0149618997617987
C001,1188,1,0,1,21.25,Warm | Bronze,Warm,Bronze,South,0.0118427191401564
C001,1190,1,0,0,0.0,New | Bronze,New,Bronze,South,0.006671427965328
C001,1192,1,0,0,0.0,Lapsed | Silver,Lapsed,Silver,North,0.0147676753553721
C001,1193,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,South,0.0089673523100903
C001,1195,1,0,0,0.0,Lapsed | Bronze,Lapsed,Bronze,West,0.0097341061368596
C001,1200,1,0,0,0.0,Warm | Bronze,Warm,Bronze,South,0.0130741197481818
